train losses      0:	 1.004	0.5468	0.5432	0.5652	0.3354	0.3404	0.7145	0.7535	0.4683	0.4698	 1.562	 1.576	 1.501	 1.497	
val losses        0:	0.6798	0.4716	0.4309	0.4932	 0.335	0.3139	 0.591	0.6624	0.4168	0.4168	 1.589	 1.649	 1.181	 1.182	 | 0.7437 mean
                     	 1.639	 1.267	 1.344	 1.514	0.8489	0.8259	 1.793	 1.912	 1.132	 1.106	 4.551	 4.746	 3.313	 3.148	 | 2.534 quantile
                      	  5.16	 4.795	 5.755	 6.119	 3.086	 3.231	 4.733	 5.842	  3.05	 3.259	 8.522	 8.114	 6.831	 6.556	 | 8.522 max

train losses      5:	0.6194	0.4922	0.3048	0.2879	0.3328	0.3258	0.4179	0.4334	0.4437	0.4494	 1.192	 1.211	 1.297	 1.293	
val losses        5:	0.6371	0.4204	0.2749	0.2641	0.3329	0.3088	0.3938	0.4132	0.4075	0.4052	 1.259	 1.303	 1.203	   1.2	 | 0.6302 mean
                     	 1.518	 1.112	 0.723	0.6988	0.8437	0.8112	 1.085	 1.078	 1.062	 1.059	 3.375	 3.447	 3.144	 3.063	 | 2.133 quantile
                      	 5.038	 3.936	 2.551	 2.071	 3.206	 3.039	 2.843	 3.351	 2.871	 2.715	 6.728	 6.791	 6.129	 6.083	 | 6.791 max

train losses     10:	0.6065	0.4035	0.2681	0.2502	0.3296	0.3204	0.3761	0.3832	0.4284	0.4353	 1.068	 1.085	 1.208	 1.203	
val losses       10:	0.6271	0.3672	0.2442	0.2285	0.3289	0.3031	0.3728	 0.389	0.3925	0.3928	 1.238	 1.273	 1.208	 1.206	 | 0.6123 mean
                     	   1.5	0.9573	0.6567	0.6066	0.8348	0.7884	  1.02	  1.01	 1.042	 1.019	 3.242	 3.287	 3.116	 3.055	 | 2.102 quantile
                      	 5.267	 2.697	  2.45	 2.443	 3.166	 3.049	 2.226	 2.521	 2.679	 2.828	 6.799	 6.971	 6.341	 6.399	 | 6.971 max

