train losses      0:	 1.004	0.5468	0.5433	0.5652	0.3354	0.3405	0.7145	0.7535	0.4683	0.4698	 1.562	 1.576	 1.501	 1.497	
val losses        0:	0.6798	0.4715	 0.431	0.4933	0.3349	0.3139	 0.591	0.6624	0.4167	0.4168	 1.589	 1.649	 1.181	 1.182	 | 0.7438 mean
                     	  1.64	 1.266	 1.344	 1.516	0.8491	0.8258	 1.793	 1.911	 1.131	 1.105	  4.55	 4.747	 3.314	 3.147	 | 2.534 quantile
                      	 5.161	 4.794	 5.756	 6.122	 3.082	 3.234	 4.732	 5.846	  3.05	  3.26	 8.519	 8.113	 6.834	 6.557	 | 8.519 max

train losses      5:	0.6193	 0.492	 0.305	0.2876	0.3329	0.3258	0.4176	0.4331	0.4437	0.4493	 1.192	 1.211	 1.297	 1.293	
val losses        5:	0.6369	  0.42	0.2733	0.2627	0.3329	0.3088	0.3937	0.4127	0.4073	0.4052	 1.257	 1.302	 1.203	   1.2	 | 0.6297 mean
                     	 1.516	 1.111	0.7227	0.6985	0.8452	0.8094	 1.082	  1.08	 1.062	 1.061	 3.367	 3.447	 3.146	 3.063	 | 2.134 quantile
                      	 5.051	  3.92	 2.546	 2.031	 3.207	 3.049	 2.847	 3.331	 2.849	 2.702	 6.681	  6.78	 6.129	 6.053	 | 6.78 max

train losses     10:	0.6065	0.4033	0.2678	0.2495	0.3297	0.3204	0.3759	0.3834	0.4286	0.4353	 1.068	 1.085	 1.209	 1.204	
val losses       10:	0.6271	 0.367	0.2438	0.2281	 0.329	0.3033	0.3729	0.3878	0.3923	0.3927	 1.239	 1.274	 1.208	 1.206	 | 0.6122 mean
                     	   1.5	0.9575	0.6577	0.6052	0.8328	0.7893	 1.023	 1.007	 1.045	 1.018	 3.246	 3.276	 3.125	 3.056	 | 2.1 quantile
                      	 5.261	 2.662	  2.44	 2.429	  3.16	  3.04	 2.238	 2.487	 2.679	 2.808	 6.684	  7.06	 6.369	 6.375	 | 7.06 max

train losses     15:	0.5902	0.3636	0.2425	  0.23	 0.328	0.3185	0.3591	0.3663	0.4087	0.4168	0.9688	0.9794	 1.111	 1.109	
val losses       15:	0.6496	 0.345	 0.233	0.2214	0.3281	0.3003	0.3693	0.3884	0.3741	0.3765	 1.299	 1.309	 1.288	 1.281	 | 0.626 mean
                     	 1.534	0.9137	0.6288	0.5861	0.8301	0.7734	 1.012	  1.02	0.9994	0.9724	 3.334	 3.344	 3.131	  3.08	 | 2.197 quantile
                      	 5.217	 2.533	 2.313	 2.882	  3.01	  3.03	  2.32	 2.386	 2.552	 2.621	 6.947	 7.255	 6.261	 5.873	 | 7.255 max

train losses     20:	0.5863	0.3436	0.2363	0.2246	0.3275	0.3173	0.3493	0.3572	0.3912	 0.396	0.8794	0.8935	0.9825	0.9837	
val losses       20:	0.6212	0.3301	0.2328	0.2196	0.3282	0.3008	0.3588	0.3775	 0.364	0.3628	 1.279	 1.299	 1.261	 1.249	 | 0.6131 mean
                     	 1.489	0.8812	 0.617	 0.575	 0.829	0.7751	0.9788	0.9683	 0.958	0.9365	 3.402	 3.409	 3.386	 3.261	 | 2.153 quantile
                      	 5.497	 2.471	 2.175	 2.909	 2.912	 3.041	 2.021	 2.333	 2.347	 2.666	  6.78	 6.819	 6.421	  6.41	 | 6.819 max

train losses     25:	0.5892	 0.332	0.2321	0.2192	0.3268	0.3172	0.3438	0.3499	0.3812	0.3839	0.7874	 0.794	0.9059	0.9108	
val losses       25:	0.6628	0.3213	0.2313	 0.217	0.3284	0.3013	0.3554	 0.374	0.3557	0.3545	 1.289	 1.306	 1.304	 1.289	 | 0.6207 mean
                     	 1.561	0.8622	0.6095	0.5709	0.8305	 0.777	0.9699	 0.965	0.9337	0.8966	 3.406	 3.378	 3.387	 3.321	 | 2.184 quantile
                      	 5.257	  2.54	 2.035	 3.085	 2.945	 2.966	 2.151	 2.172	 2.342	 2.398	 6.896	 7.027	 6.384	  6.25	 | 7.027 max

train losses     30:	 0.577	0.3233	0.2287	0.2157	0.3261	0.3162	0.3366	0.3407	0.3717	0.3724	0.7389	0.7462	0.8025	0.8048	
val losses       30:	0.6126	0.3126	0.2281	0.2123	0.3278	0.3011	0.3608	0.3769	0.3522	 0.351	 1.379	 1.386	 1.331	 1.316	 | 0.6319 mean
                     	 1.481	0.8351	 0.597	0.5503	  0.83	0.7714	0.9691	0.9682	0.9191	0.8737	 3.536	  3.52	 3.468	 3.396	 | 2.296 quantile
