train losses      0:	0.5428	 0.582	0.3559	0.3392	0.6734	0.7431	0.4714	0.4892	 1.465	 1.465	 1.408	 1.426	
val losses        0:	0.4593	0.5501	0.4618	 0.447	0.6194	0.7155	0.5376	0.5667	 1.238	 1.202	 1.447	 1.492	 | 0.8113 mean
                     	 1.374	 1.631	 1.171	 1.063	  1.76	 2.009	 1.386	 1.448	 3.737	 3.611	 4.211	 4.301	 | 2.622 quantile
                      	 6.101	 7.633	 3.391	 3.449	 6.907	  7.41	 3.138	 3.632	 12.32	 11.57	  8.34	 9.108	 | 12.32 max

train losses      2:	0.4762	0.5142	0.4515	0.3736	0.4712	 0.536	0.4803	0.5791	0.5937	0.6171	 1.152	  1.14	
val losses        2:	0.3852	0.4706	0.4266	0.3634	0.4289	0.4625	0.4475	 0.508	0.6892	0.7134	  1.26	 1.241	 | 0.6163 mean
                     	 1.106	 1.386	 1.092	0.9432	 1.178	   1.3	  1.21	 1.401	 1.749	 1.746	 3.417	 3.346	 | 1.914 quantile
                      	 4.646	 6.092	 3.857	 2.982	 6.625	 5.234	 2.769	 3.902	 13.25	 13.14	 6.944	  7.11	 | 13.25 max

train losses      4:	0.3671	0.4139	0.3723	0.3449	0.4057	0.4342	0.4621	 0.479	0.4759	0.4748	0.8828	0.8865	
val losses        4:	0.2985	0.3791	0.3603	0.3392	0.3908	 0.402	0.4375	0.4486	0.6163	0.5985	 1.152	 1.135	 | 0.5465 mean
                     	0.8256	 1.122	0.9425	0.8949	 1.056	 1.084	 1.195	 1.214	 1.585	  1.48	 3.023	 2.978	 | 1.737 quantile
                      	  5.97	 5.416	 5.906	 3.088	 9.752	 7.653	 2.924	 2.893	 14.66	 13.88	 6.294	 6.334	 | 14.66 max

train losses      6:	0.2725	0.3241	0.3465	0.3335	0.3502	0.3707	0.4539	0.4523	0.4032	0.3979	0.6319	0.6217	
val losses        6:	0.2564	0.3105	0.3422	0.3343	0.3912	0.3976	0.4326	0.4302	0.5944	0.5921	 1.172	 1.149	 | 0.5335 mean
                     	0.6947	0.8914	0.9027	0.8874	 1.054	 1.055	 1.189	 1.162	 1.558	  1.45	 3.033	 3.006	 | 1.7 quantile
                      	 9.689	 8.399	 6.104	  3.15	 12.06	 10.63	 3.823	 2.823	  16.1	 16.06	 9.961	 9.486	 | 16.1 max

train losses      8:	 0.269	0.2771	0.3423	0.3295	0.3344	0.3504	0.4496	0.4405	0.3765	0.3713	0.5392	0.5203	
val losses        8:	0.2652	0.2763	0.3393	0.3318	0.3972	   0.4	0.4299	0.4232	 0.588	0.5892	 1.202	 1.188	 | 0.5358 mean
                     	0.6986	0.7718	0.8941	0.8685	 1.009	 1.031	 1.165	 1.143	 1.514	 1.421	 3.121	 3.051	 | 1.687 quantile
                      	 11.54	 9.882	 5.644	 3.237	  13.7	 12.63	 4.925	 2.783	 17.68	 17.83	 13.33	 12.39	 | 17.83 max

train losses     10:	0.2708	0.2682	0.3436	0.3268	0.2969	0.3114	0.4464	0.4341	0.4283	0.4222	0.4948	0.5061	
val losses       10:	0.2402	0.2565	0.3413	0.3327	0.3942	0.3885	0.4311	0.4193	0.6331	0.6327	  1.23	 1.242	 | 0.5451 mean
                     	 0.655	0.7158	0.8982	0.8833	 1.037	0.9908	 1.168	 1.134	 1.691	 1.568	 3.187	 3.247	 | 1.781 quantile
                      	 11.81	 10.52	 5.966	 3.444	  15.2	  13.8	 5.609	 2.677	 18.34	 18.29	 13.88	 12.89	 | 18.34 max

train losses     12:	0.2357	0.2435	0.3381	0.3251	0.2864	0.2955	0.4416	0.4239	0.3531	0.3476	0.4862	0.4828	
val losses       12:	0.2492	0.2515	0.3416	0.3257	 0.359	0.3589	0.4203	0.4046	0.5981	0.5989	  1.21	   1.2	 | 0.5265 mean
                     	0.6733	0.6934	0.9004	0.8639	0.9189	0.9144	 1.144	 1.095	 1.506	 1.454	 3.133	 3.105	 | 1.707 quantile
                      	 13.02	 11.99	 6.182	 3.376	 16.89	 15.21	  5.63	 2.916	 18.93	 20.23	 13.76	 13.32	 | 20.23 max

train losses     14:	0.2348	0.2321	0.3336	0.3228	0.2624	0.2717	0.4279	0.4046	0.3381	0.3286	0.4594	0.4605	
val losses       14:	0.2298	0.2376	0.3362	0.3242	0.3561	0.3573	0.4116	0.3884	0.6134	0.6214	 1.125	 1.113	 | 0.5095 mean
                     	0.6165	0.6432	 0.885	0.8609	0.9038	0.8974	 1.111	 1.056	 1.623	 1.488	 2.994	 2.963	 | 1.616 quantile
                      	 14.16	 13.12	 6.504	 3.801	 18.19	 16.88	 6.122	 3.154	 19.57	 21.23	 16.04	 15.51	 | 21.23 max

train losses     16:	0.2566	 0.233	0.3349	0.3213	0.2699	0.2801	0.4138	0.3872	0.3371	0.3381	0.4657	0.4802	
val losses       16:	0.2317	0.2397	0.3385	 0.329	0.4699	0.4856	0.3983	0.3961	 0.846	0.8385	 1.138	 1.132	 | 0.5703 mean
                     	0.6178	0.6557	0.8955	0.8582	 1.067	 1.132	 1.079	 1.071	 1.981	 1.894	 3.048	 3.003	 | 1.762 quantile
                      	 14.78	 13.87	 6.698	 4.292	 18.06	 16.81	 6.164	  3.13	 20.08	 20.19	  15.6	 15.15	 | 20.19 max

train losses     18:	0.2694	0.2451	 0.339	0.3201	0.2578	0.2681	 0.396	0.3819	0.4049	0.3772	0.4076	0.4238	
val losses       18:	0.3059	0.2662	0.3445	0.3224	0.3511	0.3484	0.3816	0.3638	0.6442	0.6183	  1.12	  1.12	 | 0.5156 mean
                     	0.7578	0.6904	0.9118	0.8537	0.8818	0.8593	 1.034	0.9843	 1.677	 1.519	 2.917	 2.919	 | 1.624 quantile
                      	 15.12	 14.96	 7.178	 5.019	 19.51	 17.87	 6.386	 2.919	 18.58	 20.41	 14.22	 15.37	 | 20.41 max

train losses     20:	0.2397	0.2281	0.3331	0.3181	0.2554	0.2649	0.3739	0.3627	0.4064	0.3817	0.3751	0.3747	
val losses       20:	0.2262	 0.228	0.3344	0.3209	 0.348	0.3461	0.3706	0.3487	0.6294	0.6127	   1.2	 1.199	 | 0.5137 mean
                     	0.6065	0.6156	0.8825	0.8473	0.8616	0.8362	0.9925	0.9335	 1.681	 1.511	 3.148	 3.131	 | 1.684 quantile
                      	 15.14	 15.86	 7.815	 5.227	 20.78	 19.35	 6.921	 3.552	 18.17	 19.65	 13.39	 14.27	 | 20.78 max

train losses     22:	0.2523	0.2229	0.3318	0.3177	 0.287	0.2941	0.3721	0.3374	0.3806	0.3783	0.4871	0.4264	
val losses       22:	0.2302	0.2286	0.3366	 0.325	0.4238	0.4161	0.3791	0.3422	 0.683	0.6593	 1.137	 1.127	 | 0.524 mean
                     	0.6129	0.6177	0.8825	0.8602	 1.014	0.9647	 1.014	0.9097	 1.781	 1.609	 2.954	 2.895	 | 1.678 quantile
                      	 14.47	 15.47	 8.318	  5.16	 21.38	 19.93	 7.427	 3.729	 17.85	 18.88	 10.71	 11.14	 | 21.38 max

train losses     24:	0.2173	0.2027	0.3253	0.3137	0.2286	0.2312	0.3375	0.3177	0.3021	0.2874	0.3505	0.3507	
val losses       24:	 0.227	0.2191	0.3318	0.3186	0.3784	0.3747	0.3388	0.3327	 0.631	0.6102	 1.119	  1.11	 | 0.4993 mean
                     	0.6013	 0.586	0.8778	 0.842	0.9212	0.8782	0.9136	0.8943	 1.642	 1.491	 2.886	  2.84	 | 1.633 quantile
                      	 17.02	 17.99	 8.335	 5.316	 22.42	 20.57	 6.963	 4.156	 19.79	 20.79	 9.545	 9.645	 | 22.42 max

train losses     26:	0.2069	0.1937	0.3201	0.3109	0.2138	0.2143	 0.319	0.2999	0.2813	0.2782	0.3269	0.3193	
val losses       26:	 0.229	0.2171	0.3328	0.3164	0.3555	0.3575	0.3363	0.3264	0.6205	0.6113	 1.135	 1.116	 | 0.4962 mean
                     	0.6014	0.5728	0.8792	0.8328	0.8522	0.8275	0.8966	0.8742	  1.56	 1.456	 2.895	 2.856	 | 1.616 quantile
                      	 19.29	 20.92	 9.248	 5.888	 24.32	 23.18	 7.764	 4.457	 21.86	 22.98	 8.181	 8.056	 | 24.32 max

train losses     28:	0.2048	 0.189	 0.318	0.3077	0.2048	0.2067	0.3036	0.2866	0.2781	0.2802	 0.349	0.3419	
val losses       28:	0.2207	0.2126	0.3333	0.3152	0.3462	 0.347	0.3338	0.3272	0.6106	 0.623	 1.147	 1.127	 | 0.4953 mean
                     	0.5826	0.5528	0.8837	0.8277	0.8253	0.8089	0.8849	0.8719	 1.544	 1.483	 2.935	 2.902	 | 1.621 quantile
                      	 21.02	 22.39	 9.597	 6.105	 24.66	 24.06	 7.542	 4.577	 22.79	 23.99	 10.12	 10.03	 | 24.66 max

train losses     30:	0.1941	0.1838	0.3136	 0.305	0.1993	0.2009	0.2896	0.2728	0.2683	0.2686	0.3413	0.3333	
