train losses      0:	0.5519	0.5849	0.3327	0.3245	0.7195	0.7606	0.4589	0.4656	 1.617	 1.628	 1.489	 1.483	
val losses        0:	0.6188	0.6659	0.6604	0.3667	0.8945	0.5811	0.4166	 0.452	0.9221	0.8983	 1.323	 1.263	 | 0.7553 mean
                     	 1.771	 1.756	 1.383	0.9696	 1.954	 1.544	 1.138	 1.233	 2.631	 2.499	 3.264	 3.161	 | 2.163 quantile
                      	 5.172	 6.747	 2.732	  2.85	 3.618	 3.653	 2.683	 2.626	 4.637	 4.274	 6.282	  6.02	 | 6.747 max

train losses      2:	0.5359	0.5461	0.3395	0.3255	0.7112	0.7537	0.4672	0.4647	 1.605	 1.594	 1.462	 1.453	
val losses        2:	 1.262	  1.36	0.3864	0.5908	 1.116	 1.599	0.4575	 0.634	 1.331	  1.53	 1.245	 1.453	 | 1.08 mean
                     	 2.456	 2.386	 1.029	 1.293	 2.182	  2.72	 1.257	 1.422	 3.164	 3.343	 2.894	 3.299	 | 2.625 quantile
                      	 5.679	 6.307	 2.266	 2.888	 3.905	 4.408	 2.717	 3.124	 5.089	 5.666	 4.933	 5.485	 | 6.307 max

train losses      4:	0.5648	 0.539	0.3491	0.3339	0.7146	0.7836	0.4753	0.4914	 1.546	  1.56	 1.471	 1.476	
val losses        4:	 0.516	0.4772	0.3814	0.3825	0.5334	0.5579	0.4449	0.4207	 1.313	 1.749	 1.636	 1.811	 | 0.8519 mean
                     	 1.558	 1.346	0.9982	0.9841	 1.451	 1.484	 1.195	 1.152	 2.818	  3.63	 3.777	 4.063	 | 2.81 quantile
                      	  4.62	 5.683	 2.291	 2.671	 3.455	 3.538	  2.51	 2.772	 5.539	 6.697	 5.501	  5.91	 | 6.697 max

train losses      6:	0.5174	0.5336	0.3449	0.3312	0.7011	  0.75	0.4666	0.4697	 1.474	 1.451	 1.411	 1.403	
val losses        6:	0.4899	0.4326	0.3931	0.3939	0.5063	0.5367	0.4584	0.4292	 1.036	0.9888	 1.222	 1.204	 | 0.6743 mean
                     	 1.431	 1.205	 1.042	 1.055	 1.434	 1.472	 1.244	 1.148	 2.441	 2.391	 2.909	 2.915	 | 2.055 quantile
                      	 4.921	 4.541	 2.351	 3.003	 3.131	 4.025	 2.589	 2.785	 5.047	 5.501	 4.481	 4.401	 | 5.501 max

train losses      8:	0.4991	0.4983	0.3528	0.3454	0.6907	0.7419	0.4761	0.4798	 1.279	 1.242	 1.417	 1.389	
val losses        8:	0.4843	0.4326	 0.398	0.3875	0.4975	0.5179	0.4155	0.4311	0.9286	0.8549	 1.165	 1.145	 | 0.6382 mean
                     	 1.423	 1.215	 1.007	 0.996	 1.362	 1.345	 1.139	 1.164	 2.219	 2.019	 2.789	 2.782	 | 1.939 quantile
                      	 4.415	 3.972	 2.522	  2.96	 3.057	 3.539	 2.734	 2.866	 4.329	 5.393	 4.883	  4.94	 | 5.393 max

train losses     10:	0.4801	0.4818	 0.351	0.3446	0.6765	0.7178	0.4662	0.4794	 1.196	 1.172	 1.381	 1.369	
val losses       10:	0.4719	0.4312	0.3718	0.3703	0.4862	0.4995	0.4087	0.4438	0.9014	0.7494	 1.168	 1.151	 | 0.6211 mean
                     	 1.415	 1.207	0.9778	0.9882	 1.347	  1.28	 1.128	 1.153	 2.268	 1.894	 2.874	 2.777	 | 1.926 quantile
                      	 4.299	 3.269	 2.247	 2.786	 3.039	 3.381	 2.604	 2.871	 4.398	 4.204	 4.885	 4.856	 | 4.885 max

train losses     12:	 0.448	0.4544	0.3495	0.3313	0.6386	0.6844	 0.468	 0.481	 1.202	 1.109	 1.412	 1.399	
val losses       12:	0.4533	0.3928	 0.369	0.3642	0.4516	0.4689	0.4098	0.4378	0.7629	0.6943	 1.136	 1.133	 | 0.5894 mean
                     	 1.335	 1.082	0.9588	0.9593	 1.226	  1.21	  1.11	 1.198	 2.097	 1.834	 2.696	 2.685	 | 1.847 quantile
                      	 3.605	  2.71	 2.261	 2.932	  2.59	 2.991	 2.805	 2.902	 3.263	  2.88	 4.847	 4.753	 | 4.847 max

