train losses      0:	0.7139	 0.784	0.5356	0.5268	0.8464	0.8744	0.6246	0.6515	 1.635	  1.64	 1.506	 1.507	
val losses        0:	0.6622	0.7374	0.5157	0.5076	0.8541	0.8729	0.5856	0.6151	 1.688	 1.691	 1.579	 1.566	 | 0.9896 mean
                     	 1.792	 2.102	 1.309	 1.305	 2.353	  2.44	 1.532	 1.588	 4.941	  4.95	 4.415	  4.36	 | 3.137 quantile
                      	 6.853	  9.69	 11.17	 12.52	  19.6	 15.16	 14.38	 15.04	 15.68	 14.01	 10.11	 13.52	 | 19.6 max

train losses      5:	0.7018	0.7717	0.5229	 0.515	0.8382	0.8679	 0.616	0.6421	 1.629	 1.636	 1.502	 1.503	
val losses        5:	0.6984	0.7371	 0.527	0.5049	0.8462	0.8712	0.5973	0.6233	 1.689	 1.695	 1.579	 1.567	 | 0.9946 mean
                     	 1.846	 2.084	 1.337	 1.293	 2.339	 2.439	 1.553	 1.601	 4.939	 4.954	 4.412	 4.366	 | 3.14 quantile
                      	   7.2	 9.026	 10.65	 11.92	 18.75	 14.69	 13.48	 14.49	 15.52	 13.88	 10.23	 12.75	 | 18.75 max

train losses     10:	0.6906	  0.76	0.5115	0.5039	0.8306	0.8618	0.6079	0.6334	 1.625	 1.632	 1.498	   1.5	
val losses       10:	0.6863	 0.726	0.5153	0.4945	0.8387	0.8654	0.5894	0.6147	 1.685	 1.692	 1.576	 1.564	 | 0.9872 mean
                     	 1.822	 2.059	 1.309	 1.266	 2.326	 2.423	 1.534	  1.58	 4.928	 4.946	 4.409	 4.359	 | 3.133 quantile
                      	 7.173	 8.574	 10.52	 11.69	 18.33	  14.5	 13.05	 14.04	 15.45	 13.86	 10.21	 12.53	 | 18.33 max

train losses     15:	0.6803	0.7488	 0.501	0.4936	0.8235	 0.856	0.6002	0.6251	  1.62	 1.629	 1.495	 1.497	
val losses       15:	0.6749	0.7154	0.5046	0.4847	0.8317	0.8598	0.5819	0.6066	 1.681	 1.688	 1.573	 1.562	 | 0.9803 mean
                     	 1.799	 2.038	 1.283	  1.24	 2.313	 2.415	 1.519	 1.564	 4.914	 4.946	 4.406	 4.355	 | 3.125 quantile
                      	 7.146	 8.128	 10.38	 11.47	 17.91	 14.31	 12.63	 13.59	 15.37	 13.83	 10.19	 12.31	 | 17.91 max

train losses     20:	0.6707	 0.738	0.4913	0.4838	0.8168	0.8504	 0.593	0.6174	 1.616	 1.626	 1.492	 1.495	
val losses       20:	0.6643	0.7053	0.4946	0.4756	0.8251	0.8546	0.5748	 0.599	 1.677	 1.685	 1.571	 1.559	 | 0.9738 mean
                     	  1.78	 2.014	 1.258	 1.218	 2.301	 2.402	 1.503	 1.546	 4.905	 4.937	   4.4	 4.353	 | 3.118 quantile
                      	 7.119	 7.822	 10.24	 11.25	 17.49	 14.13	 12.23	 13.16	  15.3	 13.81	 10.17	 12.08	 | 17.49 max

train losses     25:	0.6618	0.7278	0.4823	0.4747	0.8106	0.8452	0.5862	  0.61	 1.613	 1.623	  1.49	 1.492	
val losses       25:	0.6543	0.6955	0.4853	0.4671	 0.819	0.8495	0.5681	0.5918	 1.674	 1.682	 1.569	 1.557	 | 0.9677 mean
                     	  1.76	 1.988	 1.236	 1.195	 2.291	  2.39	 1.489	  1.53	 4.902	 4.936	 4.393	 4.349	 | 3.112 quantile
                      	 7.093	 7.778	 10.11	 11.04	 17.09	 13.95	 11.83	 12.73	 15.23	  13.8	 10.16	 11.86	 | 17.09 max

train losses     30:	0.6535	0.7179	0.4739	0.4662	0.8048	0.8401	0.5797	 0.603	 1.609	  1.62	 1.487	  1.49	
val losses       30:	0.6448	0.6862	0.4766	0.4592	0.8132	0.8447	0.5618	0.5849	 1.671	 1.679	 1.567	 1.555	 | 0.9619 mean
                     	 1.741	 1.964	 1.214	 1.175	  2.28	 2.377	 1.475	 1.515	 4.893	  4.93	 4.392	  4.35	 | 3.105 quantile
                      	 7.066	 7.734	 9.975	 10.83	 16.68	 13.78	 11.44	 12.31	 15.16	 13.78	 10.14	 11.64	 | 16.68 max

train losses     35:	0.6456	0.7083	 0.466	0.4582	0.7993	0.8353	0.5736	0.5963	 1.606	 1.618	 1.485	 1.488	
val losses       35:	0.6358	0.6773	0.4685	0.4517	0.8077	0.8401	0.5559	0.5783	 1.668	 1.677	 1.565	 1.553	 | 0.9564 mean
                     	 1.723	 1.941	 1.193	 1.155	 2.272	 2.369	 1.462	 1.501	 4.888	 4.928	 4.387	 4.347	 | 3.099 quantile
                      	 7.039	  7.69	 9.856	 10.62	 16.29	 13.61	 11.06	  11.9	  15.1	 13.76	 10.13	 11.42	 | 16.29 max

train losses     40:	0.6382	0.6992	0.4587	0.4507	0.7941	0.8307	0.5678	0.5899	 1.604	 1.615	 1.483	 1.486	
val losses       40:	0.6273	0.6686	0.4608	0.4448	0.8026	0.8357	0.5502	0.5721	 1.665	 1.674	 1.563	 1.551	 | 0.9513 mean
                     	 1.708	 1.918	 1.175	 1.138	 2.268	  2.36	 1.447	 1.487	 4.885	  4.92	 4.386	 4.343	 | 3.095 quantile
                      	 7.013	 7.647	 9.735	 10.41	  15.9	 13.45	 10.69	 11.49	 15.03	 13.75	 10.12	  11.2	 | 15.9 max

train losses     45:	0.6312	0.6904	0.4519	0.4437	0.7893	0.8262	0.5623	0.5839	 1.601	 1.613	 1.481	 1.484	
val losses       45:	0.6192	0.6603	0.4537	0.4383	0.7977	0.8315	0.5448	0.5662	 1.663	 1.672	 1.562	 1.549	 | 0.9464 mean
                     	 1.689	 1.898	 1.158	  1.12	 2.259	 2.354	 1.436	 1.474	 4.882	 4.916	 4.383	 4.338	 | 3.09 quantile
                      	 6.986	 7.604	 9.613	 10.21	 15.51	 13.29	 10.33	  11.1	 14.97	 13.74	 10.11	 10.98	 | 15.51 max

train losses     50:	0.6246	0.6819	0.4455	0.4371	0.7847	 0.822	 0.557	0.5781	 1.598	 1.611	 1.479	 1.483	
