train losses      0:	0.6315	0.6887	0.4536	0.4444	0.7905	0.8266	0.5614	0.5836	 1.602	 1.613	 1.483	 1.485	
val losses        0:	0.5257	0.5763	 0.387	0.3833	0.7537	0.7888	0.4893	0.5074	 1.639	 1.648	 1.547	  1.53	 | 0.8979 mean
                     	 1.534	  1.69	 1.002	0.9886	 2.184	 2.273	 1.311	 1.346	 4.843	 4.879	  4.36	 4.326	 | 3.042 quantile
                      	 8.716	 6.951	  8.65	 8.176	 11.38	 11.97	 6.471	 6.655	 14.66	 13.65	 9.927	 9.916	 | 14.66 max

train losses      5:	0.4874	0.5024	0.3338	0.3248	0.7018	0.7383	0.4593	0.4657	 1.553	 1.563	 1.449	  1.45	
val losses        5:	 0.458	0.4845	0.3349	0.3273	0.7087	0.7428	0.4424	0.4519	 1.612	 1.618	 1.534	 1.514	 | 0.8524 mean
                     	 1.361	  1.44	0.8868	0.8679	 2.108	 2.166	 1.226	 1.233	 4.814	 4.785	  4.35	 4.299	 | 2.982 quantile
                      	 14.67	 21.04	 2.992	 3.214	  7.95	 7.495	 2.957	 3.108	 14.61	  13.7	 9.855	   9.8	 | 21.04 max

train losses     10:	0.4797	0.4951	0.3312	0.3222	0.6985	 0.737	0.4582	0.4639	 1.551	 1.563	 1.448	 1.449	
val losses       10:	0.4519	0.4796	0.3331	0.3257	0.7063	0.7418	0.4416	 0.451	  1.61	 1.617	 1.533	 1.513	 | 0.8504 mean
                     	 1.329	 1.414	0.8792	0.8621	 2.099	 2.161	 1.227	 1.233	 4.805	 4.795	 4.351	 4.292	 | 2.977 quantile
                      	 15.96	 26.36	 2.995	 3.192	 7.962	 7.447	 2.967	 3.042	 14.64	 13.74	 9.807	  9.82	 | 26.36 max

train losses     15:	0.4777	0.4934	0.3306	0.3216	0.6979	0.7368	 0.458	0.4635	  1.55	 1.563	 1.447	 1.449	
val losses       15:	0.4499	0.4784	0.3326	0.3254	0.7058	0.7416	0.4415	 0.451	 1.609	 1.617	 1.533	 1.513	 | 0.8498 mean
                     	 1.321	 1.403	0.8781	0.8622	 2.093	 2.159	 1.225	 1.234	 4.799	 4.793	 4.346	 4.294	 | 2.977 quantile
