train losses      0:	0.5584	0.6062	0.3414	0.3383	 0.717	0.7587	0.4598	0.4676	 1.588	 1.602	 1.497	 1.493	
val losses        0:	0.4346	 0.405	0.3045	 0.301	0.5876	0.5946	0.3649	0.3719	 1.436	 1.435	 1.021	  1.03	 | 0.6905 mean
                     	 1.335	 1.219	 0.784	0.7753	 1.763	 1.692	0.9679	0.9679	  4.48	 4.274	 3.352	 3.365	 | 2.39 quantile
                      	 5.728	 5.364	 2.342	 1.963	 4.943	  5.29	 3.143	 2.862	 9.244	 9.378	 5.517	 5.813	 | 9.378 max

train losses      2:	 0.558	0.6036	0.3405	0.3366	0.7167	0.7584	0.4597	0.4675	 1.588	 1.601	 1.496	 1.492	
val losses        2:	0.4283	0.4049	 0.286	0.2896	0.5873	0.5885	0.3617	0.3724	 1.434	 1.433	 1.019	  1.03	 | 0.6863 mean
                     	 1.333	 1.217	0.7472	0.7616	 1.763	 1.667	0.9492	0.9676	 4.475	 4.245	 3.363	 3.376	 | 2.391 quantile
                      	 5.694	 5.349	 2.287	 1.987	 4.947	 5.195	 3.173	 2.827	 9.254	 9.414	 5.552	 5.808	 | 9.414 max

train losses      4:	0.5578	0.6013	0.3398	0.3352	0.7165	 0.758	0.4597	0.4676	 1.587	 1.601	 1.496	 1.492	
val losses        4:	0.4273	0.4051	0.2833	0.2884	0.5872	0.5881	  0.36	0.3725	 1.434	 1.433	 1.018	 1.029	 | 0.6855 mean
                     	 1.336	 1.214	0.7416	0.7604	 1.763	 1.675	0.9444	0.9635	 4.474	 4.248	  3.37	 3.372	 | 2.391 quantile
                      	 5.671	 5.339	 2.262	 1.994	 4.935	  5.16	 3.181	 2.815	 9.248	 9.407	 5.559	 5.795	 | 9.407 max

train losses      6:	0.5575	0.5992	0.3393	0.3341	0.7163	0.7575	0.4596	0.4676	 1.586	   1.6	 1.496	 1.492	
val losses        6:	0.4268	0.4049	0.2829	0.2885	0.5868	 0.588	0.3588	0.3726	 1.433	 1.433	 1.018	 1.029	 | 0.6851 mean
                     	 1.338	  1.21	0.7425	0.7608	 1.759	 1.673	0.9449	0.9654	 4.473	 4.247	 3.374	 3.367	 | 2.391 quantile
                      	 5.657	 5.321	 2.247	 1.986	 4.934	 5.147	 3.189	 2.812	 9.235	 9.402	 5.563	 5.787	 | 9.402 max

train losses      8:	0.5572	0.5973	0.3389	0.3332	 0.716	0.7569	0.4596	0.4676	 1.585	 1.599	 1.495	 1.491	
val losses        8:	0.4265	0.4042	0.2829	0.2882	0.5864	0.5878	0.3582	0.3727	 1.433	 1.432	 1.018	 1.028	 | 0.6847 mean
                     	 1.337	 1.207	0.7422	0.7611	 1.759	 1.673	0.9426	 0.965	 4.471	 4.245	 3.377	 3.368	 | 2.389 quantile
                      	 5.655	 5.301	 2.236	 1.988	 4.932	 5.154	 3.184	 2.806	 9.218	 9.392	 5.556	 5.784	 | 9.392 max

train losses     10:	0.5569	0.5954	0.3386	0.3325	0.7157	0.7561	0.4595	0.4677	 1.584	 1.598	 1.495	 1.491	
val losses       10:	0.4262	 0.403	0.2829	0.2878	 0.586	0.5874	 0.358	0.3728	 1.432	 1.431	 1.017	 1.027	 | 0.6843 mean
                     	 1.335	 1.208	0.7405	  0.76	 1.764	 1.673	0.9401	0.9647	 4.468	 4.249	 3.378	 3.366	 | 2.386 quantile
                      	 5.651	 5.293	 2.237	  1.99	 4.933	 5.163	 3.181	 2.808	 9.203	 9.375	 5.551	 5.782	 | 9.375 max

train losses     12:	0.5564	0.5935	0.3384	0.3319	0.7153	0.7553	0.4595	0.4678	 1.582	 1.596	 1.494	  1.49	
val losses       12:	0.4258	0.4015	0.2828	0.2873	0.5856	0.5868	 0.358	0.3729	  1.43	  1.43	 1.017	 1.027	 | 0.6837 mean
                     	 1.334	 1.203	0.7403	0.7589	 1.758	 1.669	  0.94	0.9649	 4.459	 4.254	 3.373	 3.365	 | 2.385 quantile
                      	 5.644	 5.287	 2.242	 1.991	 4.934	 5.177	 3.174	 2.809	 9.188	 9.355	 5.549	 5.777	 | 9.355 max

train losses     14:	0.5558	0.5914	0.3383	0.3313	0.7148	0.7544	0.4595	0.4679	  1.58	 1.594	 1.494	 1.489	
val losses       14:	0.4253	0.3997	0.2828	0.2867	0.5852	0.5861	0.3579	 0.373	 1.429	 1.428	 1.017	 1.026	 | 0.683 mean
